image_id,clear_image_path,hazy_image_paths,trans_image_paths
550,clear/550.png,"['hazy/550_1_0.78503.png', 'hazy/550_2_0.93445.png', 'hazy/550_3_0.97368.png', 'hazy/550_4_0.87265.png', 'hazy/550_5_0.8552.png', 'hazy/550_6_0.75909.png', 'hazy/550_7_0.86767.png', 'hazy/550_8_0.85045.png', 'hazy/550_9_0.72931.png', 'hazy/550_10_0.75065.png']","['trans/550_1.png', 'trans/550_2.png', 'trans/550_3.png', 'trans/550_4.png', 'trans/550_5.png', 'trans/550_6.png', 'trans/550_7.png', 'trans/550_8.png', 'trans/550_9.png', 'trans/550_10.png']"
551,clear/551.png,"['hazy/551_1_0.79909.png', 'hazy/551_2_0.70506.png', 'hazy/551_3_0.84733.png', 'hazy/551_4_0.80724.png', 'hazy/551_5_0.72841.png', 'hazy/551_6_0.87423.png', 'hazy/551_7_0.82676.png', 'hazy/551_8_0.74953.png', 'hazy/551_9_0.81979.png', 'hazy/551_10_0.76491.png']","['trans/551_1.png', 'trans/551_2.png', 'trans/551_3.png', 'trans/551_4.png', 'trans/551_5.png', 'trans/551_6.png', 'trans/551_7.png', 'trans/551_8.png', 'trans/551_9.png', 'trans/551_10.png']"
552,clear/552.png,"['hazy/552_1_0.78449.png', 'hazy/552_2_0.90013.png', 'hazy/552_3_0.87957.png', 'hazy/552_4_0.82908.png', 'hazy/552_5_0.85437.png', 'hazy/552_6_0.88813.png', 'hazy/552_7_0.76846.png', 'hazy/552_8_0.72.png', 'hazy/552_9_0.88735.png', 'hazy/552_10_0.95881.png']","['trans/552_1.png', 'trans/552_2.png', 'trans/552_3.png', 'trans/552_4.png', 'trans/552_5.png', 'trans/552_6.png', 'trans/552_7.png', 'trans/552_8.png', 'trans/552_9.png', 'trans/552_10.png']"
553,clear/553.png,"['hazy/553_1_0.84126.png', 'hazy/553_2_0.8917.png', 'hazy/553_3_0.84867.png', 'hazy/553_4_0.70249.png', 'hazy/553_5_0.94202.png', 'hazy/553_6_0.7247.png', 'hazy/553_7_0.92943.png', 'hazy/553_8_0.9868.png', 'hazy/553_9_0.84415.png', 'hazy/553_10_0.92908.png']","['trans/553_1.png', 'trans/553_2.png', 'trans/553_3.png', 'trans/553_4.png', 'trans/553_5.png', 'trans/553_6.png', 'trans/553_7.png', 'trans/553_8.png', 'trans/553_9.png', 'trans/553_10.png']"
554,clear/554.png,"['hazy/554_1_0.74811.png', 'hazy/554_2_0.78553.png', 'hazy/554_3_0.77431.png', 'hazy/554_4_0.94562.png', 'hazy/554_5_0.90059.png', 'hazy/554_6_0.95434.png', 'hazy/554_7_0.71364.png', 'hazy/554_8_0.9717.png', 'hazy/554_9_0.95684.png', 'hazy/554_10_0.85071.png']","['trans/554_1.png', 'trans/554_2.png', 'trans/554_3.png', 'trans/554_4.png', 'trans/554_5.png', 'trans/554_6.png', 'trans/554_7.png', 'trans/554_8.png', 'trans/554_9.png', 'trans/554_10.png']"
555,clear/555.png,"['hazy/555_1_0.96722.png', 'hazy/555_2_0.97329.png', 'hazy/555_3_0.81947.png', 'hazy/555_4_0.83999.png', 'hazy/555_5_0.93408.png', 'hazy/555_6_0.76071.png', 'hazy/555_7_0.70074.png', 'hazy/555_8_0.87096.png', 'hazy/555_9_0.91807.png', 'hazy/555_10_0.72083.png']","['trans/555_1.png', 'trans/555_2.png', 'trans/555_3.png', 'trans/555_4.png', 'trans/555_5.png', 'trans/555_6.png', 'trans/555_7.png', 'trans/555_8.png', 'trans/555_9.png', 'trans/555_10.png']"
556,clear/556.png,"['hazy/556_1_0.75605.png', 'hazy/556_2_0.90797.png', 'hazy/556_3_0.95938.png', 'hazy/556_4_0.75968.png', 'hazy/556_5_0.81982.png', 'hazy/556_6_0.8066.png', 'hazy/556_7_0.9182.png', 'hazy/556_8_0.97444.png', 'hazy/556_9_0.86689.png', 'hazy/556_10_0.97512.png']","['trans/556_1.png', 'trans/556_2.png', 'trans/556_3.png', 'trans/556_4.png', 'trans/556_5.png', 'trans/556_6.png', 'trans/556_7.png', 'trans/556_8.png', 'trans/556_9.png', 'trans/556_10.png']"
557,clear/557.png,"['hazy/557_1_0.73308.png', 'hazy/557_2_0.74775.png', 'hazy/557_3_0.89142.png', 'hazy/557_4_0.86039.png', 'hazy/557_5_0.85162.png', 'hazy/557_6_0.98054.png', 'hazy/557_7_0.96433.png', 'hazy/557_8_0.7528.png', 'hazy/557_9_0.90424.png', 'hazy/557_10_0.93212.png']","['trans/557_1.png', 'trans/557_2.png', 'trans/557_3.png', 'trans/557_4.png', 'trans/557_5.png', 'trans/557_6.png', 'trans/557_7.png', 'trans/557_8.png', 'trans/557_9.png', 'trans/557_10.png']"
558,clear/558.png,"['hazy/558_1_0.71343.png', 'hazy/558_2_0.71976.png', 'hazy/558_3_0.74868.png', 'hazy/558_4_0.81278.png', 'hazy/558_5_0.98231.png', 'hazy/558_6_0.73273.png', 'hazy/558_7_0.92812.png', 'hazy/558_8_0.87952.png', 'hazy/558_9_0.84385.png', 'hazy/558_10_0.72745.png']","['trans/558_1.png', 'trans/558_2.png', 'trans/558_3.png', 'trans/558_4.png', 'trans/558_5.png', 'trans/558_6.png', 'trans/558_7.png', 'trans/558_8.png', 'trans/558_9.png', 'trans/558_10.png']"
559,clear/559.png,"['hazy/559_1_0.8794.png', 'hazy/559_2_0.92652.png', 'hazy/559_3_0.77183.png', 'hazy/559_4_0.87551.png', 'hazy/559_5_0.80465.png', 'hazy/559_6_0.95045.png', 'hazy/559_7_0.84935.png', 'hazy/559_8_0.77049.png', 'hazy/559_9_0.77217.png', 'hazy/559_10_0.78193.png']","['trans/559_1.png', 'trans/559_2.png', 'trans/559_3.png', 'trans/559_4.png', 'trans/559_5.png', 'trans/559_6.png', 'trans/559_7.png', 'trans/559_8.png', 'trans/559_9.png', 'trans/559_10.png']"
560,clear/560.png,"['hazy/560_1_0.8459.png', 'hazy/560_2_0.99049.png', 'hazy/560_3_0.73934.png', 'hazy/560_4_0.73592.png', 'hazy/560_5_0.8804.png', 'hazy/560_6_0.79433.png', 'hazy/560_7_0.8581.png', 'hazy/560_8_0.87506.png', 'hazy/560_9_0.71661.png', 'hazy/560_10_0.91655.png']","['trans/560_1.png', 'trans/560_2.png', 'trans/560_3.png', 'trans/560_4.png', 'trans/560_5.png', 'trans/560_6.png', 'trans/560_7.png', 'trans/560_8.png', 'trans/560_9.png', 'trans/560_10.png']"
561,clear/561.png,"['hazy/561_1_0.89988.png', 'hazy/561_2_0.92214.png', 'hazy/561_3_0.78028.png', 'hazy/561_4_0.93575.png', 'hazy/561_5_0.94364.png', 'hazy/561_6_0.91625.png', 'hazy/561_7_0.89031.png', 'hazy/561_8_0.78553.png', 'hazy/561_9_0.92138.png', 'hazy/561_10_0.71219.png']","['trans/561_1.png', 'trans/561_2.png', 'trans/561_3.png', 'trans/561_4.png', 'trans/561_5.png', 'trans/561_6.png', 'trans/561_7.png', 'trans/561_8.png', 'trans/561_9.png', 'trans/561_10.png']"
562,clear/562.png,"['hazy/562_1_0.73574.png', 'hazy/562_2_0.7675.png', 'hazy/562_3_0.93524.png', 'hazy/562_4_0.7237.png', 'hazy/562_5_0.93664.png', 'hazy/562_6_0.96966.png', 'hazy/562_7_0.81579.png', 'hazy/562_8_0.91774.png', 'hazy/562_9_0.98903.png', 'hazy/562_10_0.70583.png']","['trans/562_1.png', 'trans/562_2.png', 'trans/562_3.png', 'trans/562_4.png', 'trans/562_5.png', 'trans/562_6.png', 'trans/562_7.png', 'trans/562_8.png', 'trans/562_9.png', 'trans/562_10.png']"
563,clear/563.png,"['hazy/563_1_0.73647.png', 'hazy/563_2_0.71325.png', 'hazy/563_3_0.91958.png', 'hazy/563_4_0.86337.png', 'hazy/563_5_0.70857.png', 'hazy/563_6_0.92254.png', 'hazy/563_7_0.7455.png', 'hazy/563_8_0.87745.png', 'hazy/563_9_0.88383.png', 'hazy/563_10_0.87394.png']","['trans/563_1.png', 'trans/563_2.png', 'trans/563_3.png', 'trans/563_4.png', 'trans/563_5.png', 'trans/563_6.png', 'trans/563_7.png', 'trans/563_8.png', 'trans/563_9.png', 'trans/563_10.png']"
564,clear/564.png,"['hazy/564_1_0.8584.png', 'hazy/564_2_0.80934.png', 'hazy/564_3_0.95091.png', 'hazy/564_4_0.94439.png', 'hazy/564_5_0.91392.png', 'hazy/564_6_0.9286.png', 'hazy/564_7_0.87417.png', 'hazy/564_8_0.71153.png', 'hazy/564_9_0.83761.png', 'hazy/564_10_0.79763.png']","['trans/564_1.png', 'trans/564_2.png', 'trans/564_3.png', 'trans/564_4.png', 'trans/564_5.png', 'trans/564_6.png', 'trans/564_7.png', 'trans/564_8.png', 'trans/564_9.png', 'trans/564_10.png']"
565,clear/565.png,"['hazy/565_1_0.94811.png', 'hazy/565_2_0.80984.png', 'hazy/565_3_0.82849.png', 'hazy/565_4_0.85017.png', 'hazy/565_5_0.83718.png', 'hazy/565_6_0.86268.png', 'hazy/565_7_0.7782.png', 'hazy/565_8_0.88174.png', 'hazy/565_9_0.76807.png', 'hazy/565_10_0.89818.png']","['trans/565_1.png', 'trans/565_2.png', 'trans/565_3.png', 'trans/565_4.png', 'trans/565_5.png', 'trans/565_6.png', 'trans/565_7.png', 'trans/565_8.png', 'trans/565_9.png', 'trans/565_10.png']"
566,clear/566.png,"['hazy/566_1_0.85642.png', 'hazy/566_2_0.71267.png', 'hazy/566_3_0.91113.png', 'hazy/566_4_0.92043.png', 'hazy/566_5_0.98447.png', 'hazy/566_6_0.98068.png', 'hazy/566_7_0.86654.png', 'hazy/566_8_0.95188.png', 'hazy/566_9_0.81823.png', 'hazy/566_10_0.71578.png']","['trans/566_1.png', 'trans/566_2.png', 'trans/566_3.png', 'trans/566_4.png', 'trans/566_5.png', 'trans/566_6.png', 'trans/566_7.png', 'trans/566_8.png', 'trans/566_9.png', 'trans/566_10.png']"
567,clear/567.png,"['hazy/567_1_0.94503.png', 'hazy/567_2_0.93739.png', 'hazy/567_3_0.76344.png', 'hazy/567_4_0.9553.png', 'hazy/567_5_0.90097.png', 'hazy/567_6_0.81166.png', 'hazy/567_7_0.83933.png', 'hazy/567_8_0.97933.png', 'hazy/567_9_0.77285.png', 'hazy/567_10_0.75427.png']","['trans/567_1.png', 'trans/567_2.png', 'trans/567_3.png', 'trans/567_4.png', 'trans/567_5.png', 'trans/567_6.png', 'trans/567_7.png', 'trans/567_8.png', 'trans/567_9.png', 'trans/567_10.png']"
568,clear/568.png,"['hazy/568_1_0.72858.png', 'hazy/568_2_0.96392.png', 'hazy/568_3_0.96346.png', 'hazy/568_4_0.94485.png', 'hazy/568_5_0.7131.png', 'hazy/568_6_0.99587.png', 'hazy/568_7_0.82535.png', 'hazy/568_8_0.83794.png', 'hazy/568_9_0.78334.png', 'hazy/568_10_0.81502.png']","['trans/568_1.png', 'trans/568_2.png', 'trans/568_3.png', 'trans/568_4.png', 'trans/568_5.png', 'trans/568_6.png', 'trans/568_7.png', 'trans/568_8.png', 'trans/568_9.png', 'trans/568_10.png']"
569,clear/569.png,"['hazy/569_1_0.86793.png', 'hazy/569_2_0.80358.png', 'hazy/569_3_0.80604.png', 'hazy/569_4_0.85868.png', 'hazy/569_5_0.85286.png', 'hazy/569_6_0.98341.png', 'hazy/569_7_0.75949.png', 'hazy/569_8_0.97608.png', 'hazy/569_9_0.77051.png', 'hazy/569_10_0.9316.png']","['trans/569_1.png', 'trans/569_2.png', 'trans/569_3.png', 'trans/569_4.png', 'trans/569_5.png', 'trans/569_6.png', 'trans/569_7.png', 'trans/569_8.png', 'trans/569_9.png', 'trans/569_10.png']"
570,clear/570.png,"['hazy/570_1_0.93135.png', 'hazy/570_2_0.93941.png', 'hazy/570_3_0.7325.png', 'hazy/570_4_0.86733.png', 'hazy/570_5_0.74857.png', 'hazy/570_6_0.90002.png', 'hazy/570_7_0.7498.png', 'hazy/570_8_0.86213.png', 'hazy/570_9_0.77691.png', 'hazy/570_10_0.76854.png']","['trans/570_1.png', 'trans/570_2.png', 'trans/570_3.png', 'trans/570_4.png', 'trans/570_5.png', 'trans/570_6.png', 'trans/570_7.png', 'trans/570_8.png', 'trans/570_9.png', 'trans/570_10.png']"
571,clear/571.png,"['hazy/571_1_0.95866.png', 'hazy/571_2_0.98843.png', 'hazy/571_3_0.96373.png', 'hazy/571_4_0.79102.png', 'hazy/571_5_0.73004.png', 'hazy/571_6_0.74204.png', 'hazy/571_7_0.92714.png', 'hazy/571_8_0.91134.png', 'hazy/571_9_0.98518.png', 'hazy/571_10_0.75251.png']","['trans/571_1.png', 'trans/571_2.png', 'trans/571_3.png', 'trans/571_4.png', 'trans/571_5.png', 'trans/571_6.png', 'trans/571_7.png', 'trans/571_8.png', 'trans/571_9.png', 'trans/571_10.png']"
572,clear/572.png,"['hazy/572_1_0.90648.png', 'hazy/572_2_0.91435.png', 'hazy/572_3_0.77721.png', 'hazy/572_4_0.77902.png', 'hazy/572_5_0.95268.png', 'hazy/572_6_0.91151.png', 'hazy/572_7_0.91246.png', 'hazy/572_8_0.96955.png', 'hazy/572_9_0.86392.png', 'hazy/572_10_0.97067.png']","['trans/572_1.png', 'trans/572_2.png', 'trans/572_3.png', 'trans/572_4.png', 'trans/572_5.png', 'trans/572_6.png', 'trans/572_7.png', 'trans/572_8.png', 'trans/572_9.png', 'trans/572_10.png']"
573,clear/573.png,"['hazy/573_1_0.8794.png', 'hazy/573_2_0.71412.png', 'hazy/573_3_0.73757.png', 'hazy/573_4_0.94633.png', 'hazy/573_5_0.71467.png', 'hazy/573_6_0.79039.png', 'hazy/573_7_0.73596.png', 'hazy/573_8_0.97023.png', 'hazy/573_9_0.82528.png', 'hazy/573_10_0.73733.png']","['trans/573_1.png', 'trans/573_2.png', 'trans/573_3.png', 'trans/573_4.png', 'trans/573_5.png', 'trans/573_6.png', 'trans/573_7.png', 'trans/573_8.png', 'trans/573_9.png', 'trans/573_10.png']"
574,clear/574.png,"['hazy/574_1_0.78998.png', 'hazy/574_2_0.70392.png', 'hazy/574_3_0.81659.png', 'hazy/574_4_0.73538.png', 'hazy/574_5_0.95957.png', 'hazy/574_6_0.88529.png', 'hazy/574_7_0.99965.png', 'hazy/574_8_0.90956.png', 'hazy/574_9_0.86786.png', 'hazy/574_10_0.70399.png']","['trans/574_1.png', 'trans/574_2.png', 'trans/574_3.png', 'trans/574_4.png', 'trans/574_5.png', 'trans/574_6.png', 'trans/574_7.png', 'trans/574_8.png', 'trans/574_9.png', 'trans/574_10.png']"
575,clear/575.png,"['hazy/575_1_0.87187.png', 'hazy/575_2_0.92051.png', 'hazy/575_3_0.78682.png', 'hazy/575_4_0.90628.png', 'hazy/575_5_0.89033.png', 'hazy/575_6_0.9004.png', 'hazy/575_7_0.93821.png', 'hazy/575_8_0.7822.png', 'hazy/575_9_0.99619.png', 'hazy/575_10_0.91632.png']","['trans/575_1.png', 'trans/575_2.png', 'trans/575_3.png', 'trans/575_4.png', 'trans/575_5.png', 'trans/575_6.png', 'trans/575_7.png', 'trans/575_8.png', 'trans/575_9.png', 'trans/575_10.png']"
576,clear/576.png,"['hazy/576_1_0.86172.png', 'hazy/576_2_0.82026.png', 'hazy/576_3_0.95787.png', 'hazy/576_4_0.87086.png', 'hazy/576_5_0.71192.png', 'hazy/576_6_0.89863.png', 'hazy/576_7_0.87321.png', 'hazy/576_8_0.92083.png', 'hazy/576_9_0.99347.png', 'hazy/576_10_0.97382.png']","['trans/576_1.png', 'trans/576_2.png', 'trans/576_3.png', 'trans/576_4.png', 'trans/576_5.png', 'trans/576_6.png', 'trans/576_7.png', 'trans/576_8.png', 'trans/576_9.png', 'trans/576_10.png']"
577,clear/577.png,"['hazy/577_1_0.8929.png', 'hazy/577_2_0.8566.png', 'hazy/577_3_0.9998.png', 'hazy/577_4_0.91261.png', 'hazy/577_5_0.85848.png', 'hazy/577_6_0.91431.png', 'hazy/577_7_0.93474.png', 'hazy/577_8_0.99921.png', 'hazy/577_9_0.86095.png', 'hazy/577_10_0.96716.png']","['trans/577_1.png', 'trans/577_2.png', 'trans/577_3.png', 'trans/577_4.png', 'trans/577_5.png', 'trans/577_6.png', 'trans/577_7.png', 'trans/577_8.png', 'trans/577_9.png', 'trans/577_10.png']"
578,clear/578.png,"['hazy/578_1_0.8609.png', 'hazy/578_2_0.9122.png', 'hazy/578_3_0.70379.png', 'hazy/578_4_0.82462.png', 'hazy/578_5_0.82217.png', 'hazy/578_6_0.82687.png', 'hazy/578_7_0.86454.png', 'hazy/578_8_0.78809.png', 'hazy/578_9_0.80575.png', 'hazy/578_10_0.79805.png']","['trans/578_1.png', 'trans/578_2.png', 'trans/578_3.png', 'trans/578_4.png', 'trans/578_5.png', 'trans/578_6.png', 'trans/578_7.png', 'trans/578_8.png', 'trans/578_9.png', 'trans/578_10.png']"
579,clear/579.png,"['hazy/579_1_0.72939.png', 'hazy/579_2_0.9318.png', 'hazy/579_3_0.75698.png', 'hazy/579_4_0.87062.png', 'hazy/579_5_0.7602.png', 'hazy/579_6_0.96541.png', 'hazy/579_7_0.85775.png', 'hazy/579_8_0.71637.png', 'hazy/579_9_0.86567.png', 'hazy/579_10_0.90198.png']","['trans/579_1.png', 'trans/579_2.png', 'trans/579_3.png', 'trans/579_4.png', 'trans/579_5.png', 'trans/579_6.png', 'trans/579_7.png', 'trans/579_8.png', 'trans/579_9.png', 'trans/579_10.png']"
580,clear/580.png,"['hazy/580_1_0.98254.png', 'hazy/580_2_0.8248.png', 'hazy/580_3_0.84763.png', 'hazy/580_4_0.89485.png', 'hazy/580_5_0.90265.png', 'hazy/580_6_0.82158.png', 'hazy/580_7_0.79078.png', 'hazy/580_8_0.8565.png', 'hazy/580_9_0.8202.png', 'hazy/580_10_0.81944.png']","['trans/580_1.png', 'trans/580_2.png', 'trans/580_3.png', 'trans/580_4.png', 'trans/580_5.png', 'trans/580_6.png', 'trans/580_7.png', 'trans/580_8.png', 'trans/580_9.png', 'trans/580_10.png']"
581,clear/581.png,"['hazy/581_1_0.82486.png', 'hazy/581_2_0.76012.png', 'hazy/581_3_0.867.png', 'hazy/581_4_0.82923.png', 'hazy/581_5_0.85576.png', 'hazy/581_6_0.94853.png', 'hazy/581_7_0.848.png', 'hazy/581_8_0.81263.png', 'hazy/581_9_0.84547.png', 'hazy/581_10_0.84158.png']","['trans/581_1.png', 'trans/581_2.png', 'trans/581_3.png', 'trans/581_4.png', 'trans/581_5.png', 'trans/581_6.png', 'trans/581_7.png', 'trans/581_8.png', 'trans/581_9.png', 'trans/581_10.png']"
582,clear/582.png,"['hazy/582_1_0.93256.png', 'hazy/582_2_0.86078.png', 'hazy/582_3_0.72564.png', 'hazy/582_4_0.86165.png', 'hazy/582_5_0.81034.png', 'hazy/582_6_0.88981.png', 'hazy/582_7_0.75418.png', 'hazy/582_8_0.79615.png', 'hazy/582_9_0.97054.png', 'hazy/582_10_0.80785.png']","['trans/582_1.png', 'trans/582_2.png', 'trans/582_3.png', 'trans/582_4.png', 'trans/582_5.png', 'trans/582_6.png', 'trans/582_7.png', 'trans/582_8.png', 'trans/582_9.png', 'trans/582_10.png']"
583,clear/583.png,"['hazy/583_1_0.75877.png', 'hazy/583_2_0.96994.png', 'hazy/583_3_0.93682.png', 'hazy/583_4_0.70035.png', 'hazy/583_5_0.77247.png', 'hazy/583_6_0.8154.png', 'hazy/583_7_0.85312.png', 'hazy/583_8_0.96816.png', 'hazy/583_9_0.86378.png', 'hazy/583_10_0.97905.png']","['trans/583_1.png', 'trans/583_2.png', 'trans/583_3.png', 'trans/583_4.png', 'trans/583_5.png', 'trans/583_6.png', 'trans/583_7.png', 'trans/583_8.png', 'trans/583_9.png', 'trans/583_10.png']"
584,clear/584.png,"['hazy/584_1_0.70679.png', 'hazy/584_2_0.9722.png', 'hazy/584_3_0.77489.png', 'hazy/584_4_0.91544.png', 'hazy/584_5_0.77167.png', 'hazy/584_6_0.88392.png', 'hazy/584_7_0.96547.png', 'hazy/584_8_0.86257.png', 'hazy/584_9_0.82867.png', 'hazy/584_10_0.82617.png']","['trans/584_1.png', 'trans/584_2.png', 'trans/584_3.png', 'trans/584_4.png', 'trans/584_5.png', 'trans/584_6.png', 'trans/584_7.png', 'trans/584_8.png', 'trans/584_9.png', 'trans/584_10.png']"
585,clear/585.png,"['hazy/585_1_0.91744.png', 'hazy/585_2_0.78638.png', 'hazy/585_3_0.89807.png', 'hazy/585_4_0.74302.png', 'hazy/585_5_0.87779.png', 'hazy/585_6_0.8293.png', 'hazy/585_7_0.93086.png', 'hazy/585_8_0.9164.png', 'hazy/585_9_0.736.png', 'hazy/585_10_0.92259.png']","['trans/585_1.png', 'trans/585_2.png', 'trans/585_3.png', 'trans/585_4.png', 'trans/585_5.png', 'trans/585_6.png', 'trans/585_7.png', 'trans/585_8.png', 'trans/585_9.png', 'trans/585_10.png']"
586,clear/586.png,"['hazy/586_1_0.82697.png', 'hazy/586_2_0.95704.png', 'hazy/586_3_0.71486.png', 'hazy/586_4_0.95299.png', 'hazy/586_5_0.96674.png', 'hazy/586_6_0.74928.png', 'hazy/586_7_0.82989.png', 'hazy/586_8_0.78994.png', 'hazy/586_9_0.76977.png', 'hazy/586_10_0.91684.png']","['trans/586_1.png', 'trans/586_2.png', 'trans/586_3.png', 'trans/586_4.png', 'trans/586_5.png', 'trans/586_6.png', 'trans/586_7.png', 'trans/586_8.png', 'trans/586_9.png', 'trans/586_10.png']"
587,clear/587.png,"['hazy/587_1_0.82094.png', 'hazy/587_2_0.96864.png', 'hazy/587_3_0.81947.png', 'hazy/587_4_0.98227.png', 'hazy/587_5_0.75828.png', 'hazy/587_6_0.73433.png', 'hazy/587_7_0.96236.png', 'hazy/587_8_0.71155.png', 'hazy/587_9_0.70372.png', 'hazy/587_10_0.80124.png']","['trans/587_1.png', 'trans/587_2.png', 'trans/587_3.png', 'trans/587_4.png', 'trans/587_5.png', 'trans/587_6.png', 'trans/587_7.png', 'trans/587_8.png', 'trans/587_9.png', 'trans/587_10.png']"
588,clear/588.png,"['hazy/588_1_0.97849.png', 'hazy/588_2_0.91506.png', 'hazy/588_3_0.71739.png', 'hazy/588_4_0.99639.png', 'hazy/588_5_0.72181.png', 'hazy/588_6_0.98616.png', 'hazy/588_7_0.7267.png', 'hazy/588_8_0.84666.png', 'hazy/588_9_0.8396.png', 'hazy/588_10_0.70774.png']","['trans/588_1.png', 'trans/588_2.png', 'trans/588_3.png', 'trans/588_4.png', 'trans/588_5.png', 'trans/588_6.png', 'trans/588_7.png', 'trans/588_8.png', 'trans/588_9.png', 'trans/588_10.png']"
589,clear/589.png,"['hazy/589_1_0.75668.png', 'hazy/589_2_0.75235.png', 'hazy/589_3_0.83701.png', 'hazy/589_4_0.95226.png', 'hazy/589_5_0.98604.png', 'hazy/589_6_0.86158.png', 'hazy/589_7_0.82609.png', 'hazy/589_8_0.82763.png', 'hazy/589_9_0.75295.png', 'hazy/589_10_0.81126.png']","['trans/589_1.png', 'trans/589_2.png', 'trans/589_3.png', 'trans/589_4.png', 'trans/589_5.png', 'trans/589_6.png', 'trans/589_7.png', 'trans/589_8.png', 'trans/589_9.png', 'trans/589_10.png']"
590,clear/590.png,"['hazy/590_1_0.9595.png', 'hazy/590_2_0.86902.png', 'hazy/590_3_0.70904.png', 'hazy/590_4_0.87292.png', 'hazy/590_5_0.79485.png', 'hazy/590_6_0.77391.png', 'hazy/590_7_0.73742.png', 'hazy/590_8_0.85787.png', 'hazy/590_9_0.74824.png', 'hazy/590_10_0.73196.png']","['trans/590_1.png', 'trans/590_2.png', 'trans/590_3.png', 'trans/590_4.png', 'trans/590_5.png', 'trans/590_6.png', 'trans/590_7.png', 'trans/590_8.png', 'trans/590_9.png', 'trans/590_10.png']"
591,clear/591.png,"['hazy/591_1_0.7033.png', 'hazy/591_2_0.8926.png', 'hazy/591_3_0.98734.png', 'hazy/591_4_0.96619.png', 'hazy/591_5_0.95301.png', 'hazy/591_6_0.87147.png', 'hazy/591_7_0.96242.png', 'hazy/591_8_0.75583.png', 'hazy/591_9_0.8304.png', 'hazy/591_10_0.87316.png']","['trans/591_1.png', 'trans/591_2.png', 'trans/591_3.png', 'trans/591_4.png', 'trans/591_5.png', 'trans/591_6.png', 'trans/591_7.png', 'trans/591_8.png', 'trans/591_9.png', 'trans/591_10.png']"
592,clear/592.png,"['hazy/592_1_0.77465.png', 'hazy/592_2_0.93186.png', 'hazy/592_3_0.92192.png', 'hazy/592_4_0.93871.png', 'hazy/592_5_0.99953.png', 'hazy/592_6_0.94253.png', 'hazy/592_7_0.91689.png', 'hazy/592_8_0.90016.png', 'hazy/592_9_0.92392.png', 'hazy/592_10_0.95992.png']","['trans/592_1.png', 'trans/592_2.png', 'trans/592_3.png', 'trans/592_4.png', 'trans/592_5.png', 'trans/592_6.png', 'trans/592_7.png', 'trans/592_8.png', 'trans/592_9.png', 'trans/592_10.png']"
593,clear/593.png,"['hazy/593_1_0.92087.png', 'hazy/593_2_0.86082.png', 'hazy/593_3_0.92203.png', 'hazy/593_4_0.95944.png', 'hazy/593_5_0.84876.png', 'hazy/593_6_0.76222.png', 'hazy/593_7_0.83992.png', 'hazy/593_8_0.7289.png', 'hazy/593_9_0.84481.png', 'hazy/593_10_0.70587.png']","['trans/593_1.png', 'trans/593_2.png', 'trans/593_3.png', 'trans/593_4.png', 'trans/593_5.png', 'trans/593_6.png', 'trans/593_7.png', 'trans/593_8.png', 'trans/593_9.png', 'trans/593_10.png']"
594,clear/594.png,"['hazy/594_1_0.87255.png', 'hazy/594_2_0.9982.png', 'hazy/594_3_0.81423.png', 'hazy/594_4_0.73787.png', 'hazy/594_5_0.93529.png', 'hazy/594_6_0.94257.png', 'hazy/594_7_0.83889.png', 'hazy/594_8_0.79088.png', 'hazy/594_9_0.96412.png', 'hazy/594_10_0.70103.png']","['trans/594_1.png', 'trans/594_2.png', 'trans/594_3.png', 'trans/594_4.png', 'trans/594_5.png', 'trans/594_6.png', 'trans/594_7.png', 'trans/594_8.png', 'trans/594_9.png', 'trans/594_10.png']"
595,clear/595.png,"['hazy/595_1_0.89337.png', 'hazy/595_2_0.75361.png', 'hazy/595_3_0.88312.png', 'hazy/595_4_0.95599.png', 'hazy/595_5_0.86453.png', 'hazy/595_6_0.99632.png', 'hazy/595_7_0.75824.png', 'hazy/595_8_0.77305.png', 'hazy/595_9_0.85596.png', 'hazy/595_10_0.73149.png']","['trans/595_1.png', 'trans/595_2.png', 'trans/595_3.png', 'trans/595_4.png', 'trans/595_5.png', 'trans/595_6.png', 'trans/595_7.png', 'trans/595_8.png', 'trans/595_9.png', 'trans/595_10.png']"
596,clear/596.png,"['hazy/596_1_0.9841.png', 'hazy/596_2_0.89426.png', 'hazy/596_3_0.73701.png', 'hazy/596_4_0.9043.png', 'hazy/596_5_0.75629.png', 'hazy/596_6_0.9347.png', 'hazy/596_7_0.82414.png', 'hazy/596_8_0.83175.png', 'hazy/596_9_0.71496.png', 'hazy/596_10_0.72625.png']","['trans/596_1.png', 'trans/596_2.png', 'trans/596_3.png', 'trans/596_4.png', 'trans/596_5.png', 'trans/596_6.png', 'trans/596_7.png', 'trans/596_8.png', 'trans/596_9.png', 'trans/596_10.png']"
597,clear/597.png,"['hazy/597_1_0.88452.png', 'hazy/597_2_0.74197.png', 'hazy/597_3_0.99255.png', 'hazy/597_4_0.72786.png', 'hazy/597_5_0.72657.png', 'hazy/597_6_0.99134.png', 'hazy/597_7_0.83286.png', 'hazy/597_8_0.98611.png', 'hazy/597_9_0.78668.png', 'hazy/597_10_0.99821.png']","['trans/597_1.png', 'trans/597_2.png', 'trans/597_3.png', 'trans/597_4.png', 'trans/597_5.png', 'trans/597_6.png', 'trans/597_7.png', 'trans/597_8.png', 'trans/597_9.png', 'trans/597_10.png']"
